text,labels
"A NIGHTINGALE , sitting aloft upon an oak and singing according to his wont , was seen by a Hawk who , being in need of food , swooped down and seized him .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"The Nightingale , about to lose his life , earnestly begged the Hawk to let him go , saying that he was not big enough to satisfy the hunger of a Hawk who , if he wanted food , ought to pursue the larger birds .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"The Hawk , interrupting him , said : "" I should indeed have lost my senses if I should let go food ready in my hand , for the sake of pursuing birds which are not yet even within sight . """,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
A Peacock once placed a petition before Juno desiring to have the voice of a nightingale in addition to his other attractions ; but Juno refused his request .,O O O O O O O B-per O O O O O O O O O O O O O O O O B-per O O O O
"When he persisted , and pointed out that he was her favourite bird , she said :",O O O O O O O O O O O O O O O O O
""" Be content with your lot ; one can not be first in everything . """,O O O O O O O O O O O O O O O O
"A STATE Official carrying off the Dome of the Capitol met the Ghost of his predecessor , who had come out of his political grave to warn him that God saw him .",O O O O O O B-geo I-geo I-geo I-geo O O O O O O O O O O O O O O O O O O O O O O O
"As the place of meeting was lonely and the time midnight , the State Official set down the Dome of the Capitol , and commanded the supposed traveller to throw up his hands .",O O O O O O O O O O B-time O O B-org I-org O O O B-geo I-geo I-geo I-geo O O O O O O O O O O O O
The,O
"Ghost replied that he had not eaten them , and while he was explaining the situation another State Official silently added the dome to his own collection .",O O O O O O O O O O O O O O O O O B-org I-org O O O O O O O O O
The United States ' top law enforcement official says the recent terrorist bombings in Britain and Egypt could be the work of al-Qaida .,O B-geo I-geo O O O O O O O O O O O B-geo O B-geo O O O O O B-org O
"Attorney General Alberto Gonzales cautioned that officials are still investigating the bombings , which together killed some 140 people .",O B-per I-per I-per O O O O O O O O O O O O O O O O
"But in an interview with CNN television , Mr. Gonzales said the July 7 attack on London 's transit system and the July 23 bombing at Egypt 's Sharm-el-Sheik resort both have the appearance of al-Qaida involvement .",O O O O O B-org O O B-per I-per O O B-time I-time O O B-geo O O O O O B-time I-time O O B-geo O O O O O O O O B-org O O
Groups that say they are affiliated with al-Qaida have claimed responsibility for the attacks .,O O O O O O O B-org O O O O O O O
Sunday 's Washington Post cites intelligence officials and terrorism experts as saying that Osama bin Laden or his aides may have sponsored the two operations from afar .,B-time B-org I-org I-org O O O O O O O O O B-per I-per I-per O O O O O O O O O O O O
The officials say the attacks fit into al-Qaida 's pattern of conducting multiple bombings against civilian targets that are designed to scare Westerners and shake the economy .,O O O O O O O B-org O O O O O O O O O O O O O O B-org O O O O O
"Christians around the world are observing Good Friday , which commemorates the crucifixion of Jesus .",O O O O O O O B-time O O O O O O B-geo O
Many Christians attend services Friday to pray and reflect on the execution of Jesus near Jerusalem nearly 2 years ago .,O O O O B-time O O O O O O O O B-geo O B-geo O O O O O
Christians believe Jesus returned to life on what is now observed as Easter Sunday .,O O B-per O O O O O O O O O B-time I-time O
Pope John Paul II - the leader of one billion Roman Catholics - has been limited in Holy Week activities this year as he recovers from a throat operation last month .,O B-per I-per I-per O O O O O O B-org I-org I-org O O O O B-org I-org O O O O O O O O O B-time O O O
He will not lead public ceremonies today as he has in the past .,O O O O O O B-time O O O O O O O
"President Bush , a devout Protestant Christian , issued his Easter greeting Friday , saying the teachings of Jesus "" continue to comfort and strengthen Christians around the world . """,B-per I-per O O O B-per I-per O O O B-time I-time I-time O O O O O B-per I-per O O O O O O O O O O O
Orthodox Christians commemorate the occasion next month .,B-geo O O O O O O O
"Delegates to an international conference on Afghanistan are using the second day of the London meeting to discuss the nation 's post-war problems with security , reconstruction and opium-traffickers .",O O O O O O B-geo O O O O O O O B-geo O O O O O O O O O O O O O O O
"On Tuesday , the conference unveiled a five-year plan that includes wiping out illegal armed groups by 2007 - and establishing a respected national army and justice system by 2010 .",O B-time O O O O O O O O O O O O O O O B-time I-time O O O O O O O O O O B-time O
Afghan President Hamid Karzai told the conference that eliminating insurgents and the opium production that supports them will be a difficult task .,B-gpe B-per I-per I-per O O O O O O O O O O O O O O O O O O O
He said it will take at least a decade to develop alternative sources of income for farmers and to totally eliminate poppy production .,O O O O O O O O O O O O O O O O O O O O O O O O
"Donor countries have pledged almost $ 5 billion in aid so far , with the United States promising $ 42736 billion for the war-torn country .",O O O O O O O O O O O O O O O B-geo I-geo O O O O O O O O O
Military officials in Nepal say Maoist rebels have abducted at least 220 villagers from several remote mountainous districts in the western part of the country .,O O O B-gpe O B-geo O O O O O O O O O O O O O O O O O O O O
"The officials say that on July 31 , the rebels took away more than 150 women from four villages in the Bajura district , and 70 people from several villages in neighboring Accham district .",O O O O O B-time I-time O O O O O O O O O O O O O O B-geo O O O O O O O O O O B-geo O O
The condition and whereabouts of the villagers are unknown and the motive remains unclear .,O O O O O O O O O O O O O O O
But Maoist rebels are known to take hundreds of villagers to their rallies and possibly try to recruit them to fight government troops .,O B-geo O O O O O O O O O O O O O O O O O O O O O O
The rebels have been fighting since 1996 to replace the constitutional monarchy in the world 's only Hindu kingdom with a communist state .,O O O O O O B-time O O O O O O O O O O B-geo O O O O O O
More than 11 people have been killed in the conflict .,O O O O O O O O O O O
Afghan police say unidentified gunmen in northwestern Pakistan have kidnapped an Afghan government advisor as he visited relatives in a border town .,B-gpe O O O O O O B-geo O O O B-gpe O O O O O O O O O O O
"Authorities say an adviser to the Afghan Ministry of Rural Development , Akhtar Kohistani , was abducted from his in-laws ' house or wife 's relatives ' house in Chitral , Pakistan , late Sunday .",O O O O O O B-gpe B-org I-org I-org I-org O B-per I-per O O O O O O O O O O O O O O O B-geo O B-geo O O B-time O
No group has claimed responsibility for the abduction .,O O O O O O O O O
The kidnapping is the second of a prominent Afghan in Pakistan in the past four days .,O O O O O O O O B-gpe O B-geo O O B-time I-time O O
"On Friday , the brother of Afghanistan 's finance minister was kidnapped in northwest Pakistan as he visited family members .",O B-time O O O O B-geo O O O O O O B-geo I-geo O O O O O O
Officials say the businessman Zia ul-Haq Ahadi was abducted by unidentified assailants in a residential area of Peshawar .,O O O O B-per I-per I-per O O O O O O O O O O B-geo O
"And , in September , Afghanistan 's top diplomat to Pakistan was kidnapped in the same neighborhood .",O O O B-time O B-geo O O O O B-geo O O O O O O O
"He has yet to be released , and authorities are searching for him .",O O O O O O O O O O O O O O
"U.N. Secretary-General Kofi Annan says the United Nations is determined to get food to Niger , where severe food shortages have left an estimated three million people in need of aid .",B-org I-org B-per I-per O O B-org I-org O O O O O O B-gpe O O O O O O O O O O O O O O O O O
"Mr. Annan said during a visit to Niger , that his agency will work with the government and the international community to ensure all those in need get help .",B-per I-per O O O O O B-gpe O O O O O O O O O O O O O O O O O O O O O O
The U.N. chief is wrapping up a two-day trip aimed at drawing international attention to Niger 's food crisis caused by drought and locusts .,O B-org O O O O O B-time O O O O O O O B-gpe O O O O O O O O O
"Wednesday , he met with U.N. officials and aid groups in the capital , Niamey .",B-time O O O O B-org O O O O O O O O B-org O
"Tuesday , he visited the southern town of Zinder , one of the hardest-hit parts of the country .",B-time O O O O O O O B-geo O O O O O O O O O O
The U.N. has been criticized for its slow response to the crisis .,O B-org O O O O O O O O O O O
It began appealing for aid last year but was largely ignored until recently .,O O O O O O O O O O O O O O
"Iraqi authorities say the bodies of 18 young Shi'ite men have been found near the northern city of Mosul , where they were headed to work at a U.S. military base .",B-gpe O O O O O O O O O O O O O O O O O B-geo O O O O O O O O O B-geo O O O
"Police say the men , who were all from Baghdad , were found bound and shot execution-style .",O O O O O O O O O B-geo O O O O O O O O
"Their bodies were discovered Wednesday , but police say the men were killed nearly a month ago .",O O O O B-time O O O O O O O O O O O O O
"Following a November U.S.-led offensive against insurgents in Fallujah , many fighters fled to Mosul .",O O B-time I-time O O O O B-geo O O O O O B-geo O
"Violence there has escalated in recent weeks , with dozens of dead bodies turning up .",O O O O O O O O O O O O O O O O
"Also Thursday , a U.S. Marine was killed in western al-Anbar province .",O B-time O O B-geo I-geo O O O O B-geo O O
"Meanwhile , in Jordan , Iraq 's neighbors are holding a conference that is expected to endorse the January 30 elections and urge Iraqis to defy boycott calls from some Sunni groups concerned about escalating violence .",O O O B-gpe O B-geo O O O O O O O O O O O O B-time I-time O O O B-gpe O O O O O O O O O O O O O
