,Sentences,Word,POST,Predicted
15864,,of,IN,O
15865,,mourners,NNS,O
15866,,gathered,VBN,O
15867,,in,IN,O
15868,,an,DT,O
15869,,eastern,JJ,O
15870,,Sri,NNP,B-geo
15871,,Lankan,NNP,I-geo
15872,,city,NN,O
15873,,to,TO,O
15874,,pay,VB,O
15875,,final,JJ,O
15876,,respects,NNS,O
15877,,to,TO,O
15878,,a,DT,O
15879,,top,JJ,O
15880,,Tamil,NNP,B-org
15881,,Tiger,NNP,I-org
15882,,rebel,NN,O
15883,,",",",",O
15884,,who,WP,O
15885,,was,VBD,O
15886,,gunned,VBN,O
15887,,down,RB,O
15888,,earlier,RBR,O
15889,,this,DT,O
15890,,week,NN,O
15891,,.,.,O
15892,Sentence: 9748,The,DT,O
15893,,government,NN,O
15894,,intensified,VBD,O
15895,,security,NN,O
15896,,in,IN,O
15897,,the,DT,O
15898,,city,NN,O
15899,,of,IN,O
15900,,Batticaloa,NNP,B-geo
15901,,to,TO,O
15902,,avert,VB,O
15903,,any,DT,O
15904,,outbreak,NN,O
15905,,of,IN,O
15906,,violence,NN,O
15907,,during,IN,O
15908,,Thursday,NNP,B-tim
15909,,'s,POS,O
15910,,funeral,NN,O
15911,,ceremony,NN,O
15912,,.,.,O
15913,Sentence: 9749,Regional,NNP,O
15914,,Tamil,NNP,B-org
15915,,Tiger,NNP,I-org
15916,,political,JJ,O
15917,,chief,NN,O
15918,,",",",",O
15919,,E.,NNP,B-org
15920,,Kousalyan,NNP,I-org
15921,,along,IN,O
15922,,with,IN,O
15923,,five,CD,O
15924,,aides,NNS,O
15925,,were,VBD,O
15926,,killed,VBN,O
15927,,in,IN,O
15928,,an,DT,O
15929,,ambush,JJ,O
15930,,Monday,NNP,B-tim
15931,,night,NN,I-tim
15932,,on,IN,O
15933,,a,DT,O
15934,,jungle,NN,O
15935,,road,NN,O
15936,,near,IN,O
15937,,Batticaloa,NNP,B-geo
15938,,.,.,O
15939,Sentence: 9750,The,DT,O
15940,,rebels,NNS,O
15941,,blame,VBP,O
15942,,government-backed,JJ,O
15943,,paramilitary,JJ,O
15944,,forces,NNS,O
15945,,for,IN,O
15946,,the,DT,O
15947,,attack,NN,O
15948,,and,CC,O
15949,,warned,VBD,O
15950,,that,IN,O
15951,,it,PRP,O
15952,,could,MD,O
15953,,disrupt,VB,O
15954,,post-tsunami,JJ,O
15955,,reconstruction,NN,O
15956,,and,CC,O
15957,,efforts,NNS,O
15958,,to,TO,O
15959,,resume,VB,O
15960,,peace,NN,O
15961,,talks,NNS,O
15962,,.,.,O
15963,Sentence: 9751,The,DT,O
15964,,Sri,NNP,B-org
15965,,Lankan,NNP,I-per
15966,,government,NN,O
15967,,denied,VBD,O
15968,,any,DT,O
15969,,involvement,NN,O
15970,,",",",",O
15971,,condemned,VBD,O
15972,,the,DT,O
15973,,killings,NNS,O
15974,,and,CC,O
15975,,urged,VBD,O
15976,,all,DT,O
15977,,sides,NNS,O
15978,,to,TO,O
15979,,work,VB,O
15980,,for,IN,O
15981,,the,DT,O
15982,,peace,NN,O
15983,,process,NN,O
15984,,.,.,O
15985,Sentence: 9752,Venezuela,NNP,B-geo
15986,,has,VBZ,O
15987,,signed,VBN,O
15988,,a,DT,O
15989,,$,$,O
15990,,42738,CD,O
15991,,billion,CD,O
15992,,agreement,NN,O
15993,,with,IN,O
15994,,China,NNP,B-geo
15995,,to,TO,O
15996,,purchase,VB,O
15997,,18,CD,O
15998,,oil,NN,O
15999,,tankers,NNS,O
16000,,to,TO,O
16001,,facilitate,VB,O
16002,,the,DT,O
16003,,south,JJ,O
16004,,American,JJ,B-gpe
16005,,country,NN,O
16006,,'s,POS,O
16007,,expanding,VBG,O
16008,,Asian,JJ,O
16009,,market,NN,O
16010,,.,.,O
16011,Sentence: 9753,A,DT,O
16012,,spokesman,NN,O
16013,,for,IN,O
16014,,Venezuela,NNP,B-geo
16015,,'s,POS,O
16016,,state-run,JJ,O
16017,,oil,NN,O
16018,,company,NN,O
16019,,says,VBZ,O
16020,,the,DT,O
16021,,agreement,NN,O
16022,,also,RB,O
16023,,calls,VBZ,O
16024,,for,IN,O
16025,,China,NNP,B-geo
16026,,to,TO,O
16027,,help,VB,O
16028,,build,VB,O
16029,,shipyards,NNS,O
16030,,in,IN,O
16031,,Venezuela,NNP,B-geo
16032,,and,CC,O
16033,,train,VB,O
16034,,its,PRP$,O
16035,,workers,NNS,O
16036,,.,.,O
16037,Sentence: 9754,The,DT,O
16038,,oil,NN,O
16039,,company,NN,O
16040,,says,VBZ,O
16041,,it,PRP,O
16042,,hopes,VBZ,O
16043,,to,TO,O
16044,,expand,VB,O
16045,,its,PRP$,O
16046,,total,JJ,O
16047,,fleet,NN,O
16048,,of,IN,O
16049,,tankers,NNS,O
16050,,to,TO,O
16051,,at,IN,O
16052,,least,JJS,O
16053,,42,CD,O
16054,,ships,NNS,O
16055,,Venezuelan,JJ,B-gpe
16056,,officials,NNS,O
16057,,say,VBP,O
16058,,the,DT,O
16059,,nation,NN,O
16060,,currently,RB,O
16061,,sells,VBZ,O
16062,,about,IN,O
16063,,15,CD,O
16064,,percent,NN,O
16065,,of,IN,O
16066,,its,PRP$,O
16067,,oil,NN,O
16068,,and,CC,O
16069,,other,JJ,O
16070,,petroleum,NN,O
16071,,products,NNS,O
16072,,to,TO,O
16073,,China,NNP,B-geo
16074,,and,CC,O
16075,,would,MD,O
16076,,like,VB,O
16077,,to,TO,O
16078,,increase,VB,O
16079,,that,DT,O
16080,,to,TO,O
16081,,about,IN,O
16082,,45,CD,O
16083,,percent,NN,O
16084,,by,IN,O
16085,,2012,CD,B-tim
16086,,.,.,O
16087,Sentence: 9755,Venezuela,NNP,B-geo
16088,,is,VBZ,O
16089,,among,IN,O
16090,,the,DT,O
16091,,world,NN,O
16092,,'s,POS,O
16093,,largest,JJS,O
16094,,oil,NN,O
16095,,exporters,NNS,O
16096,,.,.,O
16097,Sentence: 9756,Venezuelan,JJ,B-gpe
16098,,President,NNP,B-per
16099,,Hugo,NNP,I-per
16100,,Chavez,NNP,I-per
16101,,has,VBZ,O
16102,,said,VBN,O
16103,,he,PRP,O
16104,,wants,VBZ,O
16105,,to,TO,O
16106,,increase,VB,O
16107,,trade,NN,O
16108,,with,IN,O
16109,,China,NNP,B-geo
16110,,-,:,O
16111,,and,CC,O
16112,,rely,VBP,O
16113,,less,RBR,O
16114,,on,IN,O
16115,,the,DT,O
16116,,United,NNP,B-geo
16117,,States,NNPS,I-geo
16118,,as,IN,O
16119,,a,DT,O
16120,,customer,NN,O
16121,,for,IN,O
16122,,its,PRP$,O
16123,,oil,NN,O
16124,,.,.,O
16125,Sentence: 9757,Iran,NNP,B-geo
16126,,has,VBZ,O
16127,,rejected,VBN,O
16128,,as,IN,O
16129,,"""",``,O
16130,,unfounded,JJ,O
16131,,"""",``,O
16132,,U.S.,NNP,B-org
16133,,accusations,NNS,O
16134,,linking,VBG,O
16135,,President-elect,NNP,B-per
16136,,Mahmoud,NNP,I-per
16137,,Ahmadinejad,NNP,I-per
16138,,to,TO,O
16139,,the,DT,O
16140,,1979,CD,B-tim
16141,,take-over,NN,O
16142,,of,IN,O
16143,,the,DT,O
16144,,U.S.,NNP,B-org
16145,,embassy,NN,O
16146,,in,IN,O
16147,,Tehran,NNP,B-geo
16148,,.,.,O
16149,Sentence: 9758,A,DT,O
16150,,foreign,JJ,O
16151,,ministry,NN,O
16152,,spokesman,NN,O
16153,,said,VBD,O
16154,,late,JJ,O
16155,,Friday,NNP,B-tim
16156,,that,IN,O
16157,,Mr.,NNP,B-per
16158,,Ahmadinejad,NNP,I-per
16159,,played,VBD,O
16160,,no,DT,O
16161,,role,NN,O
16162,,in,IN,O
16163,,the,DT,O
16164,,embassy,JJ,O
16165,,seizure,NN,O
16166,,.,.,O
16167,Sentence: 9759,He,PRP,O
16168,,added,VBD,O
16169,,that,IN,O
16170,,U.S.,NNP,B-org
16171,,comments,NNS,O
16172,,just,RB,O
16173,,days,NNS,O
16174,,before,IN,O
16175,,Mr.,NNP,B-per
16176,,Ahmadinejad,NNP,I-per
16177,,takes,VBZ,O
16178,,office,NN,O
16179,,stem,VBD,O
16180,,from,IN,O
16181,,what,WP,O
16182,,he,PRP,O
16183,,termed,VBD,O
16184,,"""",``,O
16185,,U.S.,NNP,B-org
16186,,disillusionment,NN,O
16187,,with,IN,O
16188,,Iran,NNP,B-geo
16189,,'s,POS,O
16190,,independent,JJ,O
16191,,policies,NNS,O
16192,,.,.,O
16193,,"""",``,O
16194,Sentence: 9760,On,IN,O
16195,,Thursday,NNP,B-tim
16196,,",",",",O
16197,,a,DT,O
16198,,White,NNP,B-org
16199,,House,NNP,I-org
16200,,spokesman,NN,O
16201,,said,VBD,O
16202,,officials,NNS,O
16203,,believe,VBP,O
16204,,Mr.,NNP,B-per
16205,,Ahmadinejad,NNP,I-per
16206,,was,VBD,O
16207,,a,DT,O
16208,,leader,NN,O
16209,,in,IN,O
16210,,the,DT,O
16211,,student,NN,O
16212,,movement,NN,O
16213,,that,WDT,O
16214,,organized,VBD,O
16215,,the,DT,O
16216,,embassy,JJ,O
16217,,takeover,NN,O
16218,,.,.,O
16219,Sentence: 9761,Some,DT,O
16220,,former,JJ,O
16221,,U.S.,NNP,B-org
16222,,hostages,NNS,O
16223,,insist,VBP,O
16224,,the,DT,O
16225,,president-elect,NN,O
16226,,was,VBD,O
16227,,one,CD,O
16228,,of,IN,O
16229,,the,DT,O
16230,,actual,JJ,O
16231,,hostage-takers,NNS,O
16232,,",",",",O
16233,,but,CC,O
16234,,a,DT,O
16235,,CIA,NNP,B-org
16236,,analysis,NN,O
16237,,of,IN,O
16238,,an,DT,O
16239,,old,JJ,O
16240,,photo,NN,O
16241,,at,IN,O
16242,,the,DT,O
16243,,U.S.,NNP,B-gpe
16244,,embassy,NN,O
16245,,has,VBZ,O
16246,,concluded,VBN,O
16247,,the,DT,O
16248,,man,NN,O
16249,,pictured,VBD,O
16250,,holding,VBG,O
16251,,hostages,NNS,O
16252,,is,VBZ,O
16253,,not,RB,O
16254,,Mr.,NNP,B-per
16255,,Ahmadinejad,NNP,I-per
16256,,.,.,O
16257,Sentence: 9762,One,CD,O
16258,,of,IN,O
16259,,Russia,NNP,B-geo
16260,,'s,POS,O
16261,,most,RBS,O
16262,,popular,JJ,O
16263,,fashion,NN,O
16264,,designers,NNS,O
16265,,has,VBZ,O
16266,,opened,VBN,O
16267,,her,PRP$,O
16268,,first,JJ,O
16269,,clothing,NN,O
16270,,store,NN,O
16271,,in,IN,O
16272,,the,DT,O
16273,,U.S.,NNP,B-geo
16274,Sentence: 9763,Teenager,NN,O
16275,,Kira,NNP,B-per
16276,,Plastinina,NNP,I-per
16277,,'s,POS,O
16278,,designs,NNS,O
16279,,are,VBP,O
16280,,already,RB,O
16281,,a,DT,O
16282,,hit,NN,O
16283,,in,IN,O
16284,,her,PRP$,O
16285,,homeland,NN,O
16286,,and,CC,O
16287,,now,RB,O
16288,,she,PRP,O
16289,,is,VBZ,O
16290,,hoping,VBG,O
16291,,to,TO,O
16292,,find,VB,O
16293,,success,NN,O
16294,,in,IN,O
16295,,America,NNP,B-geo
16296,,'s,POS,O
16297,,fashion,NN,O
16298,,capital,NN,O
16299,,New,NNP,B-geo
16300,,York,NNP,I-geo
16301,,City,NNP,I-geo
16302,,.,.,O
16303,Sentence: 9764,VOA,NNP,B-org
16304,,'s,POS,O
16305,,Elena,NNP,B-per
16306,,Mikhailova,NNP,I-per
16307,,introduces,VBZ,O
16308,,us,PRP,O
16309,,to,TO,O
16310,,the,DT,O
16311,,young,JJ,O
16312,,lady,NN,O
16313,,who,WP,O
16314,,is,VBZ,O
16315,,creating,VBG,O
16316,,a,DT,O
16317,,stir,NN,O
16318,,in,IN,O
16319,,the,DT,O
16320,,fashion,NN,O
16321,,industry,NN,O
16322,,.,.,O
16323,Sentence: 9765,A,DT,O
16324,,court,NN,O
16325,,in,IN,O
16326,,Houston,NNP,B-geo
16327,,",",",",O
16328,,Texas,NNP,B-geo
16329,,in,IN,O
16330,,the,DT,O
16331,,southwestern,JJ,O
16332,,United,NNP,B-geo
16333,,States,NNPS,I-geo
16334,,",",",",O
16335,,has,VBZ,O
16336,,convicted,VBN,O
16337,,three,CD,O
16338,,U.S.,NNP,B-gpe
16339,,citizens,NNS,O
16340,,of,IN,O
16341,,involvement,NN,O
16342,,in,IN,O
16343,,a,DT,O
16344,,human,JJ,O
16345,,trafficking,NN,O
16346,,ring,NN,O
16347,,responsible,JJ,O
16348,,for,IN,O
16349,,the,DT,O
16350,,deaths,NNS,O
16351,,of,IN,O
16352,,19,CD,O
16353,,people,NNS,O
16354,,in,IN,O
16355,,2003,CD,B-tim
16356,,.,.,O
16357,Sentence: 9766,Victor,NNP,B-per
16358,,Sanchez,NNP,I-per
16359,,Rodriguez,NNP,I-per
16360,,was,VBD,O
16361,,found,VBN,O
16362,,guilty,JJ,O
16363,,of,IN,O
16364,,17,CD,O
16365,,of,IN,O
16366,,the,DT,O
16367,,20,CD,O
16368,,smuggling,NN,O
16369,,charges,NNS,O
16370,,against,IN,O
16371,,him,PRP,O
16372,,.,.,O
16373,Sentence: 9767,His,PRP$,O
16374,,wife,NN,O
16375,,",",",",O
16376,,Emma,NNP,B-per
16377,,Rodriguez,NNP,I-per
16378,,",",",",O
16379,,was,VBD,O
16380,,convicted,VBN,O
16381,,of,IN,O
16382,,14,CD,O
16383,,smuggling,NN,O
16384,,counts,NNS,O
16385,,",",",",O
16386,,and,CC,O
16387,,her,PRP$,O
16388,,half-sister,NN,O
16389,,",",",",O
16390,,Rosa,NNP,B-per
16391,,Sarrata,NNP,I-org
16392,,Gonzalez,NNP,I-per
16393,,",",",",O
16394,,was,VBD,O
16395,,convicted,VBN,O
16396,,of,IN,O
16397,,one,CD,O
16398,,smuggling,NN,O
16399,,count,NN,O
16400,,.,.,O
16401,Sentence: 9768,The,DT,O
16402,,three,CD,O
16403,,were,VBD,O
16404,,participants,NNS,O
16405,,in,IN,O
16406,,an,DT,O
16407,,operation,NN,O
16408,,carrying,VBG,O
16409,,more,JJR,O
16410,,than,IN,O
16411,,70,CD,O
16412,,illegal,JJ,O
16413,,immigrants,NNS,O
16414,,in,IN,O
16415,,a,DT,O
16416,,tractor-trailer,NN,O
16417,,rig,NN,O
16418,,from,IN,O
16419,,southern,JJ,B-geo
16420,,Texas,NNP,I-geo
16421,,",",",",O
16422,,near,IN,O
16423,,the,DT,O
16424,,border,NN,O
16425,,with,IN,O
16426,,Mexico,NNP,B-geo
16427,,",",",",O
16428,,to,TO,O
16429,,Houston,NNP,B-geo
16430,,.,.,O
16431,Sentence: 9769,Seventeen,CD,O
16432,,people,NNS,O
16433,,died,VBD,O
16434,,during,IN,O
16435,,the,DT,O
16436,,trip,NN,O
16437,,of,IN,O
16438,,dehydration,NN,O
16439,,",",",",O
16440,,overheating,NN,O
16441,,and,CC,O
16442,,suffocation,NN,O
16443,,.,.,O
16444,Sentence: 9770,Two,CD,O
16445,,more,JJR,O
16446,,died,VBD,O
16447,,later,RB,O
16448,,.,.,O
16449,Sentence: 9771,Eleven,CD,O
16450,,other,JJ,O
16451,,people,NNS,O
16452,,have,VBP,O
16453,,been,VBN,O
16454,,indicted,VBN,O
16455,,in,IN,O
16456,,the,DT,O
16457,,case,NN,O
16458,,.,.,O
16459,Sentence: 9772,The,DT,O
16460,,Houston,NNP,B-org
16461,,Chronicle,NNP,I-org
16462,,reports,VBZ,O
16463,,sentencing,NN,O
16464,,is,VBZ,O
16465,,set,VBN,O
16466,,for,IN,O
16467,,May,NNP,B-tim
16468,,.,.,O
16469,Sentence: 9773,Syria,NNP,B-org
16470,,'s,POS,O
16471,,President,NNP,B-per
16472,,Bashar,NNP,I-per
16473,,al-Assad,NNP,I-per
16474,,says,VBZ,O
16475,,Syria,NNP,B-geo
16476,,and,CC,O
16477,,Israel,NNP,B-geo
16478,,can,MD,O
16479,,live,VB,O
16480,,side-by-side,JJ,O
16481,,in,IN,O
16482,,peace,NN,O
16483,,",",",",O
16484,,accepting,VBG,O
16485,,each,DT,O
16486,,other,NN,O
16487,,'s,POS,O
16488,,existence,NN,O
16489,,.,.,O
16490,Sentence: 9774,In,IN,O
16491,,an,DT,O
16492,,interview,NN,O
16493,,broadcast,NN,O
16494,,Monday,NNP,B-tim
16495,,by,IN,O
16496,,the,DT,O
16497,,British,NNP,B-org
16498,,Broadcasting,NNP,I-org
16499,,Corporation,NNP,I-org
16500,,",",",",O
16501,,Mr.,NNP,B-per
16502,,Assad,NNP,I-per
16503,,said,VBD,O
16504,,he,PRP,O
16505,,is,VBZ,O
16506,,ready,JJ,O
16507,,to,TO,O
16508,,hold,VB,O
16509,,talks,NNS,O
16510,,with,IN,O
16511,,Israel,NNP,B-geo
16512,,but,CC,O
16513,,that,IN,O
16514,,an,DT,O
16515,,impartial,JJ,O
16516,,arbiter,NN,O
16517,,is,VBZ,O
16518,,needed,VBN,O
16519,,to,TO,O
16520,,mediate,VB,O
16521,,between,IN,O
16522,,the,DT,O
16523,,two,CD,O
16524,,sides,NNS,O
16525,,.,.,O
16526,Sentence: 9775,The,DT,O
16527,,Syrian,JJ,B-gpe
16528,,leader,NN,O
16529,,expressed,VBD,O
16530,,doubts,NNS,O
16531,,the,DT,O
16532,,United,NNP,B-geo
16533,,States,NNPS,I-geo
16534,,is,VBZ,O
16535,,prepared,VBN,O
16536,,to,TO,O
16537,,play,VB,O
16538,,this,DT,O
16539,,role,NN,O
16540,,",",",",O
16541,,saying,VBG,O
16542,,Washington,NNP,B-geo
16543,,lacks,VBZ,O
16544,,both,DT,O
16545,,the,DT,O
16546,,will,NN,O
16547,,and,CC,O
16548,,the,DT,O
16549,,vision,NN,O
16550,,to,TO,O
16551,,pursue,VB,O
16552,,peace,NN,O
16553,,in,IN,O
16554,,the,DT,O
16555,,Middle,NNP,B-geo
16556,,East,NNP,I-geo
16557,,.,.,O
16558,Sentence: 9776,Mr.,NNP,B-per
16559,,Assad,NNP,I-per
16560,,'s,POS,O
16561,,remarks,NNS,O
16562,,are,VBP,O
16563,,in,IN,O
16564,,sharp,JJ,O
16565,,contrast,NN,O
16566,,with,IN,O
16567,,comments,NNS,O
16568,,he,PRP,O
16569,,made,VBD,O
16570,,Sunday,NNP,B-tim
16571,,",",",",O
16572,,when,WRB,O
16573,,he,PRP,O
16574,,said,VBD,O
16575,,Israel,NNP,B-geo
16576,,has,VBZ,O
16577,,given,VBN,O
16578,,up,RP,O
16579,,on,IN,O
16580,,the,DT,O
16581,,Middle,NNP,B-geo
16582,,East,NNP,I-geo
16583,,peace,NN,O
16584,,process,NN,O
16585,,",",",",O
16586,,forcing,VBG,O
16587,,Syria,NNP,B-geo
16588,,to,TO,O
16589,,remain,VB,O
16590,,prepared,JJ,O
16591,,for,IN,O
16592,,war,NN,O
16593,,.,.,O
16594,Sentence: 9777,Israeli,JJ,B-gpe
16595,,officials,NNS,O
16596,,denied,VBD,O
16597,,having,VBG,O
16598,,plans,NNS,O
16599,,to,TO,O
16600,,attack,VB,O
16601,,Syria,NNP,B-geo
16602,,",",",",O
16603,,and,CC,O
16604,,called,VBD,O
16605,,Mr.,NNP,B-per
16606,,Assad,NNP,I-per
16607,,'s,POS,O
16608,,comments,NNS,O
16609,,a,DT,O
16610,,cause,NN,O
16611,,for,IN,O
16612,,concern,NN,O
16613,,.,.,O
16614,Sentence: 9778,Libyan,JJ,B-gpe
16615,,leader,NN,O
16616,,Moammar,NNP,B-per
16617,,Gadhafi,NNP,I-per
16618,,says,VBZ,O
16619,,the,DT,O
16620,,West,NNP,B-geo
16621,,has,VBZ,O
16622,,not,RB,O
16623,,properly,RB,O
16624,,compensated,VBN,O
16625,,Libya,NNP,B-geo
16626,,for,IN,O
16627,,dismantling,VBG,O
16628,,its,PRP$,O
16629,,weapons,NNS,O
16630,,of,IN,O
16631,,mass,NN,O
16632,,destruction,NN,O
16633,,programs,NNS,O
16634,,",",",",O
16635,,so,RB,O
16636,,countries,NNS,O
16637,,like,IN,O
16638,,Iran,NNP,B-geo
16639,,and,CC,O
16640,,North,NNP,B-geo
16641,,Korea,NNP,I-geo
16642,,will,MD,O
16643,,not,RB,O
16644,,follow,VB,O
16645,,Libya,NNP,B-geo
16646,,'s,POS,O
16647,,example,NN,O
16648,,.,.,O
16649,Sentence: 9779,Colonel,NNP,O
16650,,Gadhafi,NNP,I-per
16651,,made,VBD,O
16652,,the,DT,O
16653,,remark,NN,O
16654,,in,IN,O
16655,,an,DT,O
16656,,interview,NN,O
16657,,with,IN,O
16658,,the,DT,O
16659,,BBC,NNP,B-org
16660,,Friday,NNP,B-tim
16661,,",",",",O
16662,,the,DT,O
16663,,day,NN,O
16664,,Libya,NNP,B-geo
16665,,marked,VBD,O
16666,,the,DT,O
16667,,30th,JJ,B-tim
16668,,anniversary,NN,I-tim
16669,,of,IN,O
16670,,the,DT,O
16671,,establishment,NN,O
16672,,of,IN,O
16673,,the,DT,O
16674,,country,NN,O
16675,,'s,POS,O
16676,,Jamahiriyah,NN,O
16677,,",",",",O
16678,,or,CC,O
16679,,"""",``,O
16680,,State,NN,O
16681,,of,IN,O
16682,,the,DT,O
16683,,Masses,NNS,O
16684,,",",",",O
16685,,"""",``,O
16686,,the,DT,O
16687,,political,JJ,O
16688,,system,NN,O
16689,,created,VBN,O
16690,,by,IN,O
16691,,Gadhafi,NNP,B-per
16692,,that,IN,O
16693,,in,IN,O
16694,,theory,NN,O
16695,,allows,VBZ,O
16696,,the,DT,O
16697,,people,NNS,O
16698,,to,TO,O
16699,,exercise,VB,O
16700,,power,NN,O
16701,,through,IN,O
16702,,popular,JJ,O
16703,,committees,NNS,O
16704,,.,.,O
16705,Sentence: 9780,In,IN,O
16706,,a,DT,O
16707,,speech,NN,O
16708,,marking,VBG,O
16709,,the,DT,O
16710,,anniversary,NN,O
16711,,",",",",O
16712,,the,DT,O
16713,,Libyan,JJ,B-gpe
16714,,leader,NN,O
16715,,said,VBD,O
16716,,his,PRP$,O
16717,,country,NN,O
16718,,opened,VBD,O
16719,,up,RP,O
16720,,to,TO,O
16721,,the,DT,O
16722,,outside,JJ,O
16723,,world,NN,O
16724,,after,IN,O
16725,,years,NNS,O
16726,,of,IN,O
16727,,isolation,NN,O
16728,,and,CC,O
16729,,sanctions,NNS,O
16730,,.,.,O
16731,Sentence: 9781,Colonel,NNP,O
16732,,Gadhafi,NNP,I-per
16733,,was,VBD,O
16734,,for,IN,O
16735,,decades,NNS,O
16736,,considered,VBN,O
16737,,an,DT,O
16738,,international,JJ,O
16739,,pariah,NN,O
16740,,for,IN,O
16741,,his,PRP$,O
16742,,alleged,JJ,O
16743,,backing,NN,O
16744,,of,IN,O
16745,,terrorism,NN,O
16746,,and,CC,O
16747,,pursuing,VBG,O
16748,,nuclear,JJ,O
16749,,weapons,NNS,O
16750,,.,.,O
16751,Sentence: 9782,But,CC,O
16752,,he,PRP,O
16753,,later,RB,O
16754,,rejected,VBD,O
16755,,terrorism,NN,O
16756,,and,CC,O
16757,,in,IN,O
16758,,2003,CD,B-tim
16759,,abandoned,VBD,O
16760,,Libya,NNP,B-geo
16761,,'s,POS,O
16762,,nuclear,JJ,O
16763,,weapons,NNS,O
16764,,program,NN,O
16765,,",",",",O
16766,,which,WDT,O
16767,,led,VBD,O
16768,,to,TO,O
16769,,the,DT,O
16770,,normalization,NN,O
16771,,of,IN,O
16772,,ties,NNS,O
16773,,with,IN,O
16774,,the,DT,O
16775,,West,NNP,B-geo
16776,,.,.,O
16777,Sentence: 9783,President,NNP,B-per
16778,,Bush,NNP,I-per
16779,,has,VBZ,O
16780,,left,VBN,O
16781,,the,DT,O
16782,,Summit,NN,O
16783,,of,IN,O
16784,,the,DT,O
16785,,Americas,NNPS,B-geo
16786,,in,IN,O
16787,,Mar,NNP,B-geo
16788,,del,NNP,I-geo
16789,,Plata,NNP,I-geo
16790,,",",",",O
16791,,Argentina,NNP,B-geo
16792,,",",",",O
16793,,as,IN,O
16794,,discussions,NNS,O
16795,,over,IN,O
16796,,the,DT,O
16797,,summit,NN,O
16798,,'s,POS,O
16799,,final,JJ,O
16800,,statement,NN,O
16801,,continue,VBP,O
16802,,hours,NNS,O
16803,,longer,RB,O
16804,,than,IN,O
16805,,planned,VBN,O
16806,,.,.,O
16807,Sentence: 9784,Mr.,NNP,B-per
16808,,Bush,NNP,I-per
16809,,left,VBD,O
16810,,Saturday,NNP,B-tim
16811,,for,IN,O
16812,,his,PRP$,O
16813,,next,JJ,O
16814,,stop,NN,O
16815,,in,IN,O
16816,,Brazil,NNP,B-geo
16817,,",",",",O
16818,,having,VBG,O
16819,,stayed,VBN,O
16820,,three,CD,O
16821,,hours,NNS,O
16822,,extra,JJ,O
16823,,as,IN,O
16824,,the,DT,O
16825,,talks,NNS,O
16826,,dragged,VBN,O
16827,,on,IN,O
16828,,.,.,O
16829,Sentence: 9785,Members,NNS,O
16830,,of,IN,O
16831,,the,DT,O
16832,,U.S.,NNP,B-org
16833,,delegation,NN,O
16834,,have,VBP,O
16835,,stayed,VBN,O
16836,,behind,IN,O
16837,,in,IN,O
16838,,Mar,NNP,B-geo
16839,,del,NNP,I-geo
16840,,Plata,NNP,I-geo
16841,,to,TO,O
16842,,continue,VB,O
16843,,negotiations,NNS,O
16844,,.,.,O
16845,Sentence: 9786,The,DT,O
16846,,summit,NN,O
16847,,'s,POS,O
16848,,final,JJ,O
16849,,statement,NN,O
16850,,is,VBZ,O
16851,,expected,VBN,O
16852,,to,TO,O
16853,,discuss,VB,O
16854,,poverty,NN,O
16855,,and,CC,O
16856,,employment,NN,O
16857,,.,.,O
16858,Sentence: 9787,But,CC,O
16859,,delegates,NNS,O
16860,,have,VBP,O
16861,,clashed,VBN,O
16862,,over,IN,O
16863,,inclusion,NN,O
16864,,of,IN,O
16865,,a,DT,O
16866,,call,NN,O
16867,,to,TO,O
16868,,renew,VB,O
16869,,talks,NNS,O
16870,,on,IN,O
16871,,an,DT,O
16872,,inter-American,JJ,O
16873,,free,JJ,O
16874,,trade,NN,O
16875,,region,NN,O
16876,,supported,VBN,O
16877,,by,IN,O
16878,,Mr.,NNP,B-per
16879,,Bush,NNP,I-per
16880,,.,.,O
16881,Sentence: 9788,On,IN,O
16882,,the,DT,O
16883,,streets,NNS,O
16884,,of,IN,O
16885,,Mar,NNP,B-geo
16886,,del,NNP,I-geo
16887,,Plata,NNP,I-geo
16888,,",",",",O
16889,,city,NN,O
16890,,workers,NNS,O
16891,,are,VBP,O
16892,,cleaning,VBG,O
16893,,up,RP,O
16894,,debris,NN,O
16895,,from,IN,O
16896,,anti-Bush,JJ,O
16897,,protests,NNS,O
16898,,that,WDT,O
16899,,turned,VBD,O
16900,,violent,JJ,O
16901,,Friday,NNP,B-tim
16902,,.,.,O
16903,Sentence: 9789,Police,NNS,O
16904,,arrested,VBD,O
16905,,more,JJR,O
16906,,than,IN,O
16907,,60,CD,O
16908,,people,NNS,O
16909,,",",",",O
16910,,but,CC,O
16911,,said,VBD,O
16912,,there,EX,O
16913,,were,VBD,O
16914,,no,DT,O
16915,,major,JJ,O
16916,,injuries,NNS,O
16917,,.,.,O
16918,Sentence: 9790,India,NNP,B-geo
16919,,'s,POS,O
16920,,former,JJ,O
16921,,foreign,JJ,O
16922,,minister,NN,O
16923,,accused,VBN,O
16924,,of,IN,O
16925,,skimming,VBG,O
16926,,money,NN,O
16927,,from,IN,O
16928,,the,DT,O
16929,,Iraqi,JJ,B-gpe
16930,,oil-for-food,NN,O
16931,,program,NN,O
16932,,has,VBZ,O
16933,,resigned,VBN,O
16934,,from,IN,O
16935,,the,DT,O
16936,,cabinet,NN,O
16937,,",",",",O
16938,,saying,VBG,O
